KEGG	S8.4.Gut	S8.5.Gut	S8.2.Gut	S8.3.Gut	S9.80.Gut	S9.79.Gut	S9.77.Gut	S9.78.Gut	S9.76.Gut	S10.54.Gut	S10.55.Gut	S10.52.Gut	S10.53.Gut	S10.51.Gut	S11.104.Gut	S11.105.Gut	S11.101.Gut	S11.103.Gut	S11.102.Gut	S12.28.Gut	S12.26.Gut	S12.27.Gut	S12.29.Gut	S12.30.Gut	S13.83.Gut	S13.81.Gut	S13.85.Gut	S13.82.Gut	S13.84.Gut	S14.8.Gut	S14.7.Gut	S14.10.Gut	S14.9.Gut	S14.6.Gut	S15.106.Gut	S15.109.Gut	S15.108.Gut	S15.107.Gut	S15.110.Gut	S16.32.Gut	S16.35.Gut	S16.34.Gut	S16.31.Gut	S16.33.Gut	S17.88.Gut	S17.87.Gut	S17.89.Gut	S17.90.Gut	S17.86.Gut	S18.15.Gut	S18.14.Gut	S18.13.Gut	S18.11.Gut	S18.12.Gut	S19.38.Gut	S19.39.Gut	S19.37.Gut	S19.40.Gut	S19.36.Gut	S20.91.Gut	S20.93.Gut	S20.92.Gut	S20.94.Gut	S20.95.Gut	S21.59.Gut	S21.60.Gut	S21.56.Gut	S21.57.Gut	S21.58.Gut	S22.111.Gut	S22.113.Gut	S22.112.Gut	S22.115.Gut	S22.114.Gut	S23.45.Gut	S23.43.Gut	S23.42.Gut	S23.41.Gut	S23.44.Gut	S24.19.Gut	S24.18.Gut	S24.17.Gut	S24.20.Gut	S24.16.Gut	S25.117.Gut	S25.116.Gut	S25.118.Gut	S25.120.Gut	S25.119.Gut	S26.49.Gut	S26.47.Gut	S26.48.Gut	S26.50.Gut	S26.46.Gut	S27.97.Gut	S27.96.Gut	S27.100.Gut	S27.99.Gut	S27.98.Gut	S28.65.Gut	S28.64.Gut	S28.62.Gut	S28.61.Gut	S28.63.Gut	S29.23.Gut	S29.22.Gut	S29.24.Gut	S29.21.Gut	S29.25.Gut	S30.70.Gut	S30.68.Gut	S30.69.Gut	S30.66.Gut	S30.67.Gut	S31.122.Gut	S31.124.Gut	S31.125.Gut	S31.123.Gut	S31.121.Gut	S32.71.Gut	S32.73.Gut	S32.72.Gut	S32.75.Gut	S32.74.Gut
ko04260	13301.36	10516.68	16127.93	15599.12	15166	23253.76	29199.73	46548	32689.51	3648.66	8494.75	8130.06	16582.99	7025.76	9705.1	4833.67	11283	8850.04	4525.16	10360.27	18620.25	15544.18	8545.25	16603.14	5457.18	4426.5	7964	6836.83	10303.22	7674.48	11152.08	10784.02	2427.57	8464.01	10761.74	8608.24	7846.68	6602.76	7207.25	8104.5	12021.25	15855.92	12849.75	11147.99	14192.01	15789.07	16613.32	13593.24	12009.68	11692.98	11635.74	16625.25	10349.52	11472.51	15624.25	15557	14974.74	18403.25	17200.65	22943.91	13790.67	13079.76	16155	18195.75	11222.25	7239	11677.5	7299.75	9641.25	14547.47	19318.25	12844.75	12748.2	12794.5	15474.5	18677	15566.25	12654.75	17121.75	8477.5	16407.24	18183.75	11019.51	10701.51	5573.69	9950.63	6243.35	11943.19	11331.29	6015.23	8086.18	4650.45	16164.8	4137.53	2732.57	4402.17	3558.25	3417.28	12658.99	10510.01	4751.04	5631.43	4241.93	3312.02	12443.95	14740.32	36656.77	3761.08	19620.85	28316.96	5392.66	10150.49	8112.82	3992.35	2431.35	8509.33	7357.68	10144.47	9730.7	9291.24	7476.75	6281.28	2849.97	4257.69
ko05142	7481	6353.5	9602.5	9722.82	8591.48	11756.84	15103.99	23342.82	15915.74	1636.72	1827.31	5191.54	11513.47	3677.22	5509.03	2861.51	7997.93	5605	2693.04	5853.72	9902.15	7353.33	3930.46	11068.18	2758.05	1051.67	3482.23	3234.35	4612.27	3282.51	3349.24	5794.18	6877.52	4031.18	6066.51	5285.56	3897.26	3879.6	3781.25	5814.68	6519.64	8439.66	7224.64	5806.69	8601.84	8463	9557	8157.66	7051	6552.82	6842.72	9299.06	6119.67	6524.46	8096.12	9024.29	9225.16	11488.39	10904.1	15323.94	9493	8465.53	11101.2	11495.64	6853.67	4213.5	6354.5	4891.47	5605.5	9646.1	12256.75	8070.93	8195.55	8196.35	8604	10794.5	9241.6	7085.19	9555.5	3598.5	9595.66	10366	5284.84	5882.5	2984.67	5907.3	3929.52	5871.01	6750.81	3745.32	5025.03	1715.82	5976.82	1977.37	1318.01	1430.66	663.28	1572.16	8256.34	5190.84	1990.08	3496.7	2110.61	1870.63	6831.74	8871.85	15123.57	2434.25	5108.58	7529.35	3034.85	4211.02	4505.25	1684.93	1876.62	5342.12	2275.64	6088.65	1851.33	5650.24	4199.33	3426.93	1301.98	2752.48
ko04973	7165.84	6693.67	9423.17	9844.98	8334.28	19883.84	28159.32	46543.3	28184.98	3174.79	1781.78	5763.79	12011.73	4229.44	5490.92	2938.94	7875.36	6068.14	2960.43	5983.42	8032.3	6563.17	2791.08	11024.36	2843.58	1821.02	3462.65	3480.02	3986.56	2319.08	4076.72	5999.34	4366.71	4221.34	5896.86	5453.8	3919.03	3945.7	3859.48	6759.52	6329.78	7232.33	6437.78	5139.88	8328.84	8250.33	9173.33	7733.66	6861.67	6208.07	6661.28	8660.12	5934.66	6579.83	7419.08	8527.58	8782.16	11071.44	10587.4	14885.5	9370.44	8945.22	10671.4	10849.78	6717	4662	6273.5	5712.92	5634.5	9756.89	11919	7740.86	7926.87	8082.54	7575	10593.5	8974.36	6815.72	9363.5	3395.5	8946.66	9335	4794.84	5196.84	3093.67	6099.81	4025.85	5808.01	6956.81	3514.32	7200.23	2269.13	3285.15	2064.72	1434.02	1564.48	857.04	1826.8	8228.02	5954.41	2366.17	3680.39	2155.03	1970.26	6701.16	9180.05	9644.61	2727.84	5231.99	7584.21	2974.84	4106.37	4695.83	1871.83	2290.89	5708.1	2283.95	6170.98	3521.99	5895.24	4266.57	3616.68	1309.98	2855.29
ko00510	57	472.5	73	337.5	53	328	135.5	120	51	531.11	312.54	313.53	453.39	107.07	117	202.75	9	455.5	89.5	116	331	56.5	149	658	1270.5	1804.32	460	567	795.68	2831.25	1939.25	164	1063.5	606.5	65.68	50.32	49.68	443	315	533.82	21	18	5	75.39	6	5	7	34	197	174	135.43	153.57	60.85	126.86	158.32	12	11	135	7	6.43	80	123.86	37.57	0	334.68	1850.82	202	1678.46	718	487.57	288	214.5	76.5	341.57	8	5	45	269	11	346	19	38	27	147	90	195.32	647	172.18	92.32	62	52.28	298	112	192	132.18	1112.42	968.93	462.5	15.64	555.5	44	271.5	292	262	128	388.68	313.21	59	452	1288.32	131	1138	102	215.91	92.82	375.5	134	602.18	219.53	27.5	158.16	254	520	100.5
ko05110	3287	2868.5	4613.75	4567.66	8783	2017.92	2909.41	56	645.17	571.16	508.25	3014.58	6038.79	3813.92	2925.32	1887.33	5183	3003.68	1555.16	6070.59	3865.75	2490.5	1515.75	15576	1368	507.24	1838	1795.17	2051.24	807.6	2054.92	3369.34	430.75	1737.67	3078.58	3759.08	3450	2184.92	2023.75	1931.5	2714.25	3178.58	2979.75	2249.83	4232.67	3443.25	4576	3697.58	3358	3432.66	3248.08	4606.25	3072.84	2954.67	5320.75	5164.5	5991.08	6812.25	6951.85	8964.47	6657.39	4893.92	8266.5	6547.25	3207.75	1940	2558	1844.25	2469.75	6952.35	7762.75	4373.25	5756.3	4498.5	3456.5	4751	4180.75	3050.25	3927.25	1437	4878.08	4331.25	1929.67	2387.17	1713.67	3870.65	2192.01	3387.17	4326.99	3292.41	2979	1301.09	1665.66	1442.51	649.25	744.83	211.75	834.26	4488.33	2511.73	1517.24	1806.75	1412.75	1165.34	6394.33	7440	5907.25	1504.58	4509.01	4252.08	1542.34	2615.67	2787.5	1170.25	1045.01	4316.99	1475	4028.49	182.84	4672.08	2304.69	1840	714.99	1491.67
ko04974	4.34	8.67	7.67	5.66	20	70	95	32	74	373.84	222.17	299.16	163	51	108.16	181.67	29	534	95.67	57	606	65.67	73	331.66	772.67	1355.65	222	249.33	402.67	699.67	66.33	186	312.83	61	188.67	95.33	67.34	293	518	13.67	46	37.67	10	199.67	12	1.33	4.33	38	9.67	0	6	20	0	0	43.33	44	56	118	59	121.22	85.89	36	135	19	50.67	340.33	35	818.33	98	4.33	5	30	0	5	67	22	35	161	20	186	44	16	75	101	201.67	227	556.33	332.84	97.66	241	18.67	104.17	306.33	233.5	150.33	1082.67	540.5	554	132.5	540.33	61.33	259.17	317.67	352	264.99	290	747.4	56	373.33	1467.66	212.66	150.67	109.33	175	128.16	530.34	80.67	38.17	356	83	60.17	234.32	0	158.67
ko04976	4.34	8.67	7.67	5.66						1.67	0	2.33	1.33	0	1.66	0.67	0	4	7.67	1	1	0.67	2	5.66	28.67	31.32	36	7.33	17	14.67	1.33	0	2.33	2	3	0	4.67	7	42	0	0	1.67	0	2	0	1.33	1.33	0	1.67						10	0	0	0	0											2.33	0	0	0	1											1.67	32.67	44.33	1.67	2.33	0	0.67	2.67	14.33	2	12.33	90.67	159	40	0	30.33	0.33	10.67	12.67	12	6.99	31.33	9.67	3	19.67	128.33	8.66	4.67	12.33	88.47	1.33	21.34	40.67	3	12.67	0	5.67	26.32	0	8.67
ko00450	78307.4	79153.2	93937.45	104834.16	79100.66	207822.97	269387.67	447399.51	283096.33	62357.92	79617.55	74286.17	117832.79	54531.09	67812.12	35668.87	60160.53	62903.32	42995.38	60931.28	99520.9	77138.34	49499.7	113239.23	55448.98	46278.63	46772.6	53316.1	62924.4	83264.02	70335.92	61756.74	97221.51	57155.94	56857.38	54186.64	44658.01	45351.56	49733.36	82955.29	69988.91	115755.73	89431.41	79527.29	72232.72	76721.05	83165.3	68972.53	60442.7	58249.56	57897.86	83059.94	52159.38	59746.38	86582.12	78002.09	76673.03	99129.73	86456.85	117086.12	78685.3	79533.43	86838.13	93386.19	68893.47	67344.64	65126	66957.49	58794.25	79520.04	99819.5	68271.78	67848.91	67732.16	76997	94696	77184.64	65212.95	82559.75	56390.5	89993.03	95871.25	60112.22	60334.5	63117.86	76493.94	51268.46	77117.14	90311.42	50348.81	60231.05	36487.33	82283.36	43056.01	30942.11	39351.14	34472.57	37326.85	74682.42	95154.05	45362.78	61235.73	38240.92	37708.81	89909.42	104468.71	186389.57	38226.08	100031.45	204294.77	61308.4	93284.4	56465.05	33374.43	34251.08	61756.18	65868.14	59472.06	92159.76	74311.83	90321.87	47901.73	41584.34	41738.61
ko01051	7319.18	7464.34	8010.09	9168.98	6095.82	24050.92	28671.43	47579.32	29518.79	15298.97	15910.92	12367.55	12402.32	7542.12	8238.74	4421.05	4744.86	7431.46	7669.44	5599.29	9097.55	6742.32	5201.35	9576.22	9104.63	10264.43	6024.77	7989.16	7539.25	16620.38	11318.38	6223.68	20272.74	8335.71	5750.51	6563.33	5086.77	5988.92	7683.13	12063.95	6685.59	11203.42	8267.09	8077.24	5280.17	5590.41	6449.66	5009.58	4410.34	4238.91	4347.58	6233.47	3891.58	5136.92	8039.66	6412.58	5511.58	7550.71	5926.55	8274.83	6787.49	9440.18	6435.56	6961.53	6089.92	7187.35	5276	9938.36	5230.75	5788.35	7100.25	5369.61	4692.57	4981.96	5967.5	7269.5	5751.63	5792.45	5962.25	8739	8079.58	9115.75	6201.67	5951.63	9443.33	7782.5	6308.17	8197.18	8669.48	7046.91	6965.96	7111.21	8533.32	8716.71	7238.08	7009.15	8461.21	7121.54	6959.97	18390.93	9804.28	9507.85	6803.03	7987.88	10457.46	15934.85	17854.89	6738.28	16422.55	31812.59	7419.18	9807.97	6457.66	6392.51	5760.38	7319.45	8692.62	5806.16	22435.73	12086.53	12212.63	7264	12329.99	6949.04
ko00524	6662.5	7548.5	7497.75	9183.16	5133.66	13606.42	15208.42	24175.16	15849.73	9750.23	7733.9	9266.25	9577.74	5425.96	6763.87	3346.02	4322.43	6422.32	5687.38	4535.97	8603.9	6088.49	4326.05	8942.84	7418.06	8383.09	4034.72	5378.67	6407.53	10294.07	6095.32	4432.18	9142.43	5923.69	4347.93	4875.14	3221.92	4373.34	5684.52	6968.52	5552.89	11088.08	8200.39	7404.2	5096.17	5439.75	5570	4800.58	4023	3975.41	3934.64	5779.31	3543.33	4202.04	7201.53	5449.29	5098.58	7113.98	5581.55	7819.75	5363.89	6671.28	5566.2	6477.39	5747.76	7217	5144.5	7349.74	5007.75	5413.22	6691	4969.18	4544.82	4776.84	5434.5	6740.5	5329.19	5017.6	5766.25	5570.5	7099.58	7643.75	4936.67	5214.65	7748.5	7089.81	5450.51	7051.18	7680.48	5377.91	6007.53	4050.73	6636.66	6028.86	4951.76	5462.51	5068.55	5577.4	5829.51	12230.25	5909.68	7227.63	4852.72	5664.61	7970.24	10493.19	13732.53	4289.34	3819.75	12962.93	6310.85	8064.85	4533.75	4067.15	3547.1	6404.63	5677.14	4668	5762.32	8661.37	9906.44	5219.43	6261.49	5395.06
ko00300	107061.94	115254.22	127129.97	147325.1	97373.82	208769.48	249853.69	404629.1	265483.59	99797.62	116738.43	106651.54	146020.33	76435.96	91614.82	47243.88	75318.74	84360.44	63271.72	75712.21	130019.45	100424.32	65505.87	136441.1	83602.75	79052.78	63578.01	75481.3	85503.62	134030.61	104372.71	78900.8	123178.62	82914.53	74934.16	72399.76	57494.82	62324.24	72424.27	107556.65	92543.99	170271.24	128190.49	115079.02	92929.23	98532.53	106436.28	88510.52	78235.72	73379.04	73742.87	104664.68	65474.22	75293.93	114428.09	99948.72	96101.52	126173.61	107830.45	146986.63	95316.38	102829.72	105300.59	117610.27	91035.13	92094.02	85164.5	87461.22	76483.25	97419.76	124824	86534.99	83132.4	85453.77	97545.5	121419.5	98909.39	85658.33	105516.75	80707.5	117908.02	127122.25	80415.23	80444.93	92115.39	101304.25	71355.97	104119.33	119507.21	69023.29	87599.45	53640.95	109177.32	66151.49	49114.19	61069.5	59216.95	57854.96	93533.48	140569.63	67738.48	87641.25	56906.31	58099.38	120401.01	147260.16	235626.46	52101.39	128768.11	282007.9	86517.92	130658.94	73688.53	50233.24	45172.66	82584.27	91491.24	76071.69	117573.68	104492.32	127797.75	68108.86	84437.81	60182.22
ko05222	585.88	70.19	133.69	67.12	459	37	51	4	51	92.19	43	79.31	37.31	543	90.62	145.69	21	221	132.69	404	142	123.69	256	137.62	934.69	1624.74	788.5	587.31	838	2722.69	3988.31	782	924.31	828	306	215	252.69	159	599	14	76.5	30.19	43.5	140.5	59	58.31	50.31	79.5	421.69	175	144.5	166.5	64	59	869	356.5	197.5	226.5	160	108.5	57.5	198	102.5	196	93	139	25.5	50	14	88.31	372	51	40	129	50	78	160	354	31	263.5	104	72	226.5	171	312.69	517.69	714.31	1033.69	328.31	96	179.19	161.19	709.81	393	256.31	1024.19	1760	660	16	384.31	101.31	275.19	174.69	121.5	330.93	1079.31	946.08	133	739.81	2148.91	314.62	2223.89	261.31	963.9	48.31	251.38	945.69	347	262.19	137	262.69	333.24	91	84.69
ko05416	585.88	70.19	133.69	67.12	459	37	51	4	51	92.19	43	79.31	37.31	543	90.62	145.69	21	221	132.69	404	142	123.69	256	137.62	934.69	1624.74	788.5	587.31	838	2722.69	3988.31	782	924.31	828	306	215	252.69	159	599	14	76.5	30.19	43.5	140.5	59	58.31	50.31	79.5	421.69	175	144.5	166.5	64	59	869	356.5	197.5	226.5	160	108.5	57.5	198	102.5	196	93	139	25.5	50	14	88.31	372	51	40	129	50	78	160	354	31	263.5	104	72	226.5	171	312.69	517.69	714.31	1033.69	328.31	96	179.19	161.19	709.81	393	256.31	1024.19	1760	660	16	384.31	101.31	275.19	174.69	121.5	330.93	1079.31	946.08	133	739.81	2148.91	314.62	2223.89	261.31	963.9	48.31	251.38	945.69	347	262.19	137	262.69	333.24	91	84.69
ko00260	150159.14	156038.57	180611.32	203276.41	142678.9	373837.6	480283.37	799840.17	510052.91	116619.76	167273.02	133222.98	214017.09	95904.97	122970.43	66600.41	109465.62	119270.16	75289.35	109283.12	184940.6	142594	91903.93	189776.4	103859.12	92575.4	92910.47	101047.53	118847.54	170910.07	127096.88	117861.17	172245.8	106052.74	107439.07	98091.81	83384.73	86019.78	95749.69	159522.84	132634.34	233677.47	176711.34	156901.3	135591.1	142948.93	158879.93	129462.9	114075.07	108346.55	108831.2	154004.02	96825.14	110940.45	155055.6	146188.86	140947.9	182345.55	159475.7	215988.72	139034.22	145759.16	156481.06	172127.01	123625.26	117279.81	117700	123444.66	106441	142861.06	182165	125047.12	122989.82	124133.49	143593.25	176653.5	144468.69	122208.92	153939	108464.75	168178.15	182615.75	111389.1	111592.46	105686.57	133734.41	97585.23	137263.93	160155.87	84344.8	110939.59	70915.53	157391.73	74098.2	54207.6	82441.83	75840.39	68782.06	136829.02	177338.09	81301.82	105661.95	68505.47	64236.92	156982.85	194802.98	347964.97	64881.99	225892.6	436274.31	104178.13	159331.29	104332.93	59697.51	58552.55	113178.1	121408.33	108887.96	200959.49	122587.26	152257.47	89387.34	111660.2	70939.43
ko00190	238580.3	222693.65	287032.9	304556.83	242854.76	513996.81	659643.46	1082133.08	705569.03	157079.48	196910.69	186647.19	303664.45	150278.49	179481.78	97610.87	187722.2	169766.84	107073.33	172417.03	312807	251337.57	146186.18	308593.84	157113.12	150133.22	135793.73	143918.02	186559.02	251616.57	215048.41	176380.73	232126	173941.47	183233.14	155270.62	128674.78	135435.59	154026.01	214619.59	213058.16	310830.84	245993.16	220982.18	235348.81	256455.35	267542.85	224914.19	198124.15	190058.13	192633.83	269193.64	170114.18	194966.34	269463.45	252843.1	245622.19	315349.88	280168.6	378839.3	234848.17	241488.01	267748.3	299537.35	212332.15	196694.93	207287.5	202144.63	184351.5	251225.83	320103.5	219250.7	206917.18	220083.8	250685.25	310726.5	257079.78	215597.57	277993.5	163102.25	279876.94	309298.25	188909.31	188202.15	148842.99	197049.42	133566.28	213783.11	224863.27	123409.88	155859.97	93630.37	248727.73	107335.93	79036.85	125390.88	111656.26	102102.03	195787.45	248585.57	112164.7	147373.21	104816.67	92362.56	239178.25	294799.6	555810.27	90213.99	275163.32	502668.19	146018.4	230800.46	143961.85	88272.87	79754.27	168353.97	161098.75	166239.22	219099.92	190925.58	205166.52	126082.1	125628.07	98649.56
ko03440	148987.82	164157.91	176219.16	206467.02	130443.1	318886.33	388689.32	642020.63	415549.67	145081.45	179751.16	146626.4	196320.72	109168.9	126530.19	66240.99	99739.18	113017.46	88575.97	101824.98	181327.65	140114.18	94475.02	180828.41	120718.6	112998.68	90240.59	108620.22	119869.01	201987.06	142701.07	107810.3	184632.94	116537.54	103369.95	98201.58	79484.9	87410.36	101896.85	157461.7	130983.17	246256.58	183836.67	167542.42	125185.08	134342.84	144639.59	119866.17	105270.41	99686.84	99752.48	142300.42	88082.52	102590.2	161643.24	136110.04	129399.67	171798.7	143364.75	195120.05	127069.62	140083.61	140158.23	158475.89	127839.8	135158.68	119137	121899.61	106380.75	128969.78	165883	116592.43	109932.65	114658.28	134078.5	164564	133285.66	116159.88	142502.25	116304	161588.67	176247.25	114368.08	111989.12	136576.4	143131.55	98008.83	149476.54	172115.3	96869.59	120612.5	77082.46	162603.43	94801.34	69319.12	86833.27	87745.82	82564.63	121498.13	197062.5	96003.51	125334.98	81671.26	81264.74	170680.94	210141.47	339443.07	73067.28	192191.44	435683.37	131528.07	194352.52	102962.34	71428.91	65528.43	112153.22	141955.55	103574.81	182754.38	142656.71	190645.53	94830.54	134018.76	83420.88
ko00750	45053.54	45300.02	54544.02	60603.81	45637.12	109566.45	142580.03	234863.03	149745.65	29281.73	37777.03	39405.54	67150.28	27547.22	37381.52	19494.87	35110.87	36685.06	22142.6	34541.53	56081.1	42644.34	26421.04	63234.36	29203.09	25178.29	26760.45	28221.61	35253.17	43581.16	33800.78	35332.72	43853.93	29781.06	32111.26	30258.23	24406.91	24866.43	26954.78	44908.11	39392.65	66583.57	51370.15	44534.84	42508.2	44164.73	48775.98	40399.05	35307.02	33878.85	33875.59	48115.29	30520.31	34224.03	47944.84	45409.11	44766.05	57161.91	51070.25	69164.57	44069.49	44684.33	50656.8	54690.76	37797.77	33732.16	35782.5	36281.59	32218.75	46337.21	58416	39632.12	40026.76	39459.33	44408.75	54773	45153.3	37476.56	47972.25	29536.25	51850.8	55303.5	32768.2	33615.84	30460.86	40812.86	29181.58	42308.74	48083.36	25893.85	32619.29	18626.43	44256.08	20820.75	14933	20898.45	17710.72	19178.11	44314.42	49127.85	21898.68	30395.37	18773.86	18492.15	45924.49	54013.83	98637.15	19427.2	53394.49	104405.95	29323.54	44445.74	30546.73	16724.65	17040.82	35015.7	31574.78	34309.42	45929.45	36891.95	42993.13	26146.29	24572.4	21509.23
ko00950	9789.84	7599.17	11244.17	11074.48	10318.42	24379.34	29088.32	47363.45	31208.55	12176.74	11391.93	12050.52	15545.2	8172.61	10009.98	5250.87	8159.29	9208.78	7286.15	7909.35	14536.45	11284.67	6963.37	14096.28	8227.96	8334.87	6520.05	7849.04	9390.29	11724.31	10623.87	8242.34	14827.47	8714.34	8280.72	8171.29	6232.11	6748.84	7751.55	10180.91	8891.28	10730.83	9006.28	8274.84	9588.34	10645.83	11128.33	9168.66	7840.67	7937.32	7938.47	11468.67	7127.79	8512.96	11913.86	10730.37	10205.66	13241.16	11430.1	15645.44	10663.73	12318.45	11422.73	12611.92	9493.01	9133.49	9073	10300.12	8215.5	10426.25	13194.5	9373.29	8782.8	9093.51	10829	13003	10640.79	9240.08	11558.5	8648	12340.16	13910.5	8826.84	8678.34	9514.17	10213.8	7081.35	10502.02	11533.3	7651.82	6923.01	6046.27	11945.15	7537.57	5849.2	5826.14	5570.81	6298.44	10276.45	16321.47	8155.6	9258.25	6102.96	6814.55	11906.99	14245.07	27511.71	6088.68	14546.82	27849.86	8446.34	11526.4	7887.33	5561.93	4985.36	8789.24	8526.59	8105.49	14844.34	11829.32	12564.7	7387.11	7436.48	6872.93
ko00592	9048.52	7012.01	10905.51	10396.8	9865.42	29843.84	41132.32	69750.45	44109.05	3319.87	8394.09	5858.51	12664.52	4273.99	6515.3	3809.96	7604.29	6335.78	3049.49	6800.79	12546.95	10456.01	5763.37	11889.03	3832.97	2460.35	5242.38	4558.7	6589.02	6444.4	5910.28	7315.17	11018.06	5396.84	7331.88	5712.2	5494.97	5029.13	5114.22	8986.7	8512.92	10628.17	8539.92	7636.91	9453.34	10555.49	11354.99	9142.16	7863.01	7744.32	7786.34	11161.68	7034.15	8121.7	9086.7	10108.87	9929.16	12331.66	11450.1	15359.16	9848	9203.58	11252.1	12070.92	7419.17	5092.33	7835	7399.21	6688.5	9918.91	12792.25	8722.79	8574.55	8566.89	10660	12716	10432.79	8593.08	11479.5	6299	11054.16	12314.5	7428.34	7212.34	3339.34	6507.15	4810.01	6378.02	7337.3	4059.82	5214.6	3507.61	10439.31	2655.57	1902.52	4088.31	2993.31	2572.94	8593.7	7867.13	3521.76	4176.09	3095.8	2319.55	8533.55	9798.05	25843.43	3206.1	16794.98	24378.66	3573.66	5765.59	5826.74	2653.19	2744.48	6076.42	5156.93	7088.65	13817.65	6233.03	5144.68	4265.25	2037.98	2962.77
ko00591	2239	3626	2102	3745	488.14	2524.5	759.5	724.15	496.07	7536.43	5127.28	5734.35	2702.65	3483.86	3237.56	1506.43	533.43	2536.64	3870.22	1231.43	1727.65	817	1150.29	2526.92	3883.54	4165.36	1306.74	2959.68	2066.22	5784.23	4183.65	1341	4211.95	3019	1004.99	2201	1077.57	1773.14	2548.57	3023	1525	5761	3885	3708.5	407	209	302	309	272	73	98	201	38	238	2095.79	565.29	293	926.72	49	346.79	698.32	2113.29	217	443.14	1814.5	3246.5	1166.5	2283.07	1182	195.93	313	537.93	219.01	313	204	443	212.43	702.86	76	2867.5	1631	1494	1485	1403	5887.5	3541.5	2951	3234.5	4177	3539	3310	2832.14	1676	4749.85	3725.51	2496.92	3277.84	3604.14	1754.29	7986.06	4596.93	5007.36	3094.93	4271.79	4359.17	5902.19	2739.59	2921	1282.85	9004.66	4675	5821.53	2292	2999.07	2184.56	2757.64	4103.64	1521	3446.57	5806.08	7552.29	3044.93	5324.5	3807.14
ko00590	14138.18	14093.34	17372.59	19296.3	14367.26	41964.26	55909.4	94226.12	58315.05	11227.9	14939.68	13330.58	22295.08	10194.36	12420.79	6358.04	11273.79	11564.96	7446.98	10913.99	17768.2	13369.67	8918.79	20602.63	10078.97	7367.93	8040.71	9587.53	10381	14401.41	13839.62	11591.01	11776.05	10576.35	10522.63	9743.51	7843.16	8187.67	9081.65	14338.41	12810.31	19613.08	15794.81	13919.73	13739.01	14039.41	15685.66	13172.74	11754.34	10767.23	11007.55	15264.42	9806.13	11019.38	16170.61	14687.37	14673.24	19237.58	16687.65	22873.63	14637.51	14622.37	16503.73	17779.17	13720.76	13619.66	12488.5	12650.05	11307.25	15133.3	19209.25	13038.04	12725.37	13116.34	14222.5	17673	14725.21	12276.66	15369.75	9737.5	16605.24	17785.75	10940.01	11358.17	12604.17	15096.46	8972.69	14838.36	18241.62	9161.23	10607.18	5899.53	14260.64	7490.58	5113.94	7450.64	5882.57	6882.2	13690.28	15995.35	7201.84	11529.51	6681.06	6197.05	16346.14	18702.73	31704.95	6590.43	16411.19	37751.07	12988.01	20481.34	10755.16	5829.85	6796.2	11373.57	13423.26	10769.48	16556.85	12290.11	18392.2	8588.43	7840.47	7431.52
ko00061	89941.78	100331.89	104826.89	123924.96	80603.9	158191.88	180472.29	288068.05	195184.23	88134.25	106334.11	87492.35	116208.38	66478.95	76255.35	40572.91	60147.1	67359.82	52734.03	63832.01	108242	87140.84	59149.35	118052.81	71795.47	67301.25	52913.02	63870.5	73811.72	117563.09	86244.24	63211.09	104850.49	69772.98	60827.54	58465.13	48443.42	50772.85	61132.27	94771.04	78431.52	153627.51	113005.52	103465.82	73159.88	80968.61	84317.61	69926.12	61078.39	59309.74	57680.45	84971.97	51944.46	60905.54	96948.55	79321.3	76114.62	100800.95	83496.3	112810.36	76998.75	83450.88	84192.07	93300.3	74676.75	80051.3	71338	73420.34	63409.5	76630.29	97525.25	67767.6	65936.87	66534.48	79791	97492.5	77309.15	67936.15	84565.5	66857	96147.62	103910	68370.38	66564.78	80525.05	86283.96	59071.25	88728.52	103030.22	58182.24	75538.62	45546.95	99454.85	55857.14	41258.14	51977.31	53925.83	49238.44	70542.41	116966.33	56775.12	73555.69	48363.69	47437.46	104124.37	129647.58	216799.91	42869.3	111406.44	255498.98	78313.53	116914.72	61058.36	42217.29	39605.51	67813.94	84041.19	60409.61	106711.1	86330.32	112704.57	55913.54	79804.86	49080.07
