KEGG	S8.4.Gut	S8.5.Gut	S8.2.Gut	S8.3.Gut	S9.80.Gut	S9.79.Gut	S9.77.Gut	S9.78.Gut	S9.76.Gut	S10.54.Gut	S10.55.Gut	S10.52.Gut	S10.53.Gut	S10.51.Gut	S11.104.Gut	S11.105.Gut	S11.101.Gut	S11.103.Gut	S11.102.Gut	S12.28.Gut	S12.26.Gut	S12.27.Gut	S12.29.Gut	S12.30.Gut	S13.83.Gut	S13.81.Gut	S13.85.Gut	S13.82.Gut	S13.84.Gut	S14.8.Gut	S14.7.Gut	S14.10.Gut	S14.9.Gut	S14.6.Gut	S15.106.Gut	S15.109.Gut	S15.108.Gut	S15.107.Gut	S15.110.Gut	S16.32.Gut	S16.35.Gut	S16.34.Gut	S16.31.Gut	S16.33.Gut	S17.88.Gut	S17.87.Gut	S17.89.Gut	S17.90.Gut	S17.86.Gut	S18.15.Gut	S18.14.Gut	S18.13.Gut	S18.11.Gut	S18.12.Gut	S19.38.Gut	S19.39.Gut	S19.37.Gut	S19.40.Gut	S19.36.Gut	S20.91.Gut	S20.93.Gut	S20.92.Gut	S20.94.Gut	S20.95.Gut	S21.59.Gut	S21.60.Gut	S21.56.Gut	S21.57.Gut	S21.58.Gut	S22.111.Gut	S22.113.Gut	S22.112.Gut	S22.115.Gut	S22.114.Gut	S23.45.Gut	S23.43.Gut	S23.42.Gut	S23.41.Gut	S23.44.Gut	S24.19.Gut	S24.18.Gut	S24.17.Gut	S24.20.Gut	S24.16.Gut	S25.117.Gut	S25.116.Gut	S25.118.Gut	S25.120.Gut	S25.119.Gut	S26.49.Gut	S26.47.Gut	S26.48.Gut	S26.50.Gut	S26.46.Gut	S27.97.Gut	S27.96.Gut	S27.100.Gut	S27.99.Gut	S27.98.Gut	S28.65.Gut	S28.64.Gut	S28.62.Gut	S28.61.Gut	S28.63.Gut	S29.23.Gut	S29.22.Gut	S29.24.Gut	S29.21.Gut	S29.25.Gut	S30.70.Gut	S30.68.Gut	S30.69.Gut	S30.66.Gut	S30.67.Gut	S31.122.Gut	S31.124.Gut	S31.125.Gut	S31.123.Gut	S31.121.Gut	S32.71.Gut	S32.73.Gut	S32.72.Gut	S32.75.Gut	S32.74.Gut
ko03060	109932.94	119172.22	130154.47	151481.6	98590.12	218012.98	262492.84	428087.75	281106.94	100392.96	120102.82	103669.7	146186.12	77495.83	92077.67	48098.03	75392.24	84538.94	61489.72	76873.92	133527.45	103844.67	68772.52	136763.81	85043.38	80498.61	65424.38	77058.48	88650.28	138564.46	97985.71	79660.45	122974.4	82251.33	75942.32	71635.73	58024.41	62790.17	72749.72	111648.73	95532.77	179202.24	134064.27	120843.3	94458.73	101076.03	108530.28	90172.52	78902.72	75303.54	74978.1	107254.33	66640.78	76889.89	118203.92	101657.22	97682.02	128371.26	108875.45	147821.43	95682.87	104525.9	106461.6	119542.77	93179.8	95499	87655	87705.68	78374.25	98093.72	125482.75	87352.49	83877.31	86392.81	100613	122991	100351.04	86094.68	107669.75	80157.5	120496.02	130369.25	82576.23	81870.13	92852.89	103795.58	71907.47	108913.5	123475.04	67268.79	87225.76	52061.95	116931.32	62808.49	46324.21	61338.97	60761.76	57110.46	91587.51	137599.53	64669.13	86572.05	55402.41	54055.08	120531.78	146875.19	249631.91	49583.64	132519.64	295022.03	90335.07	133789.79	74674.28	48574.71	45020.28	82729.27	96937.74	75806.36	119379.39	96859.24	129900.31	67172.86	90644.31	57171.22
ko00380	51074.9	45326.2	61436.7	63792.45	52035.12	112115.95	142580.03	234902.03	153917.15	34110.96	49007.56	41139.09	68330.38	31753.65	38954.16	21237.8	40592.37	36747.56	23220.28	37775.41	66983.1	50813.52	31279.54	66019.07	29206.91	23591.4	28922.31	30176.4	37994.27	51240.09	46039.35	39561.55	50814.64	35951.56	39087.37	33922.99	28431.9	29401.64	31310.45	47302.53	45029.51	64935.25	52004.01	45602.55	50644.7	52552.05	58764.3	48497.55	42941.7	40162.85	41301.41	57149.83	36385.58	41031.67	54562.67	54685.61	53259.05	67921.41	60996.05	82947.88	51452.25	52747.64	58548.76	65050.76	44477.44	37407.49	42186.5	40273.31	37749.25	53683.56	69379.25	47350.12	45306.75	47175.92	53781.25	66218.5	55062.8	45464.06	57778.75	35269.75	60680.3	66865	39119.2	40284.34	30433.87	41864.54	30378.4	41891.59	49425.51	26740.85	35037	21488.61	53228.4	22216.25	16496.98	25572.55	23708.65	20248.61	44991.81	52842.67	24819	31370.55	20923.04	18689.15	50962.56	65364.54	123670.26	20259.29	74017.81	130836.7	31297.68	48920.37	33711.8	19081.58	17657.77	35220.06	35654.96	36352.59	60431.12	41173.4	44375.95	27080.07	26208.4	21621.41
ko00500	141932.38	169261.19	170518.19	207427.3	122382.24	386730.41	508194.81	848503.93	522647.02	139155.7	140792.61	140919.55	194184.92	96909.87	113843.77	61097.92	99523.26	109819.12	82987.91	96820.23	157191.3	126292.56	76345.41	185402.85	105358.05	101634.8	73744.6	90738.02	100642.99	155392.72	121745.77	97674.3	172853.64	104637.67	94697.77	92955.44	72863.74	81030.52	94980.28	178049.59	123934.16	245815.78	179453.16	160765.79	118385.91	126264.81	133446.31	111407.09	97552.69	90210.68	91595.02	129276.85	82610.43	98922.77	136946.55	122062.28	119088.59	157630.67	135298.4	186695.41	128501.54	139263.87	137970.01	146269.98	113996.23	118708.9	108340.5	131445.11	98509	127473.41	156903	108595.76	104507.43	108055.96	118762.5	152831.5	123417.89	107620.39	134640	99413	149941.59	154507	98631.91	98150.65	114301.95	125450.06	93142.04	125489.83	142288.85	87760.68	108802.35	67133.49	116432.99	84178.93	65734.42	77471.61	69860.48	75821.21	115807.45	183618.25	88568.47	110119.97	74331.97	76506.84	156502.51	187766.67	269665.99	70160.35	141461.05	300857.09	101743.07	146281.66	89718.31	61475.61	63997.97	108568.13	103350.67	94148.5	164060.65	140017.9	153947.74	84806	94829.77	77906.08
ko05120	15399.86	14639.18	18184.93	19863.12	15418.46	43088.76	56284.07	94373.64	58899.81	14424.23	16295.92	15946.09	23313.12	12101.4	13681.38	7159.37	11786.86	13167.82	9241.1	11951.57	19428.05	16020.34	9833.17	21216.36	12379.28	11089.05	9235.46	11151.68	12593.27	18268.1	16107.88	12899.85	18755.09	12775.19	11851.13	11158.35	8819.75	9126.86	11175.92	15501.71	14061.31	20571.92	16385.81	15149.1	14381.51	15969.57	16382.32	13725.24	12111.68	11640.73	11701.98	16551.49	10438.98	12213.74	17203.16	15361.08	15140.24	19875.03	17029.65	23116.27	15055.19	15822.94	16666.3	18287.03	14285.42	14005.67	13814.5	14088.64	11888.25	15283.77	19573.25	13468.11	12904.87	13394.74	15286.5	19100.5	15717.45	13608.63	17096.75	11704.5	17607.74	19678.25	12635.51	12441.33	14020.68	16013.97	10401.85	15422.86	18808.12	10459.73	11484.3	7318.23	15266.8	10025.73	7070.59	8974.97	8204.17	8856.06	14431.13	20502.77	9446.74	13469.33	8374.15	8421.42	18067.11	22818.35	34947.07	8080.6	17107.21	39582.01	13856.5	20890.35	11323.82	7442.59	7416.64	12854.61	13876.46	11884.14	17917.17	15083.61	19952.97	10263.14	12862.97	9064.22
ko04964	4654.02	3863.01	5510.76	5440.14	4824.78	28027.92	40170.91	69743.3	42117.81	2170.71	3532.34	4242.99	6634.56	2326.45	3886.92	2156.45	3970.86	3506.96	2775.61	3402.89	6981.55	5347.51	2870.33	6181.75	2883.76	2145.25	2844.81	2708.02	3906.42	4195.82	3325.96	3843.17	4858.12	3309.67	3676.45	3316.48	2689.18	2933.49	2738.06	4497.55	4430.39	5293.09	4259.89	3695.73	4695.17	5246.74	5530.99	4524.08	3801.01	3902.16	3913.77	5660.3	3514.97	4074.55	4921.66	5041.08	4868.08	6115.19	5617.55	7683.04	5075.83	4694.44	5567.33	6064.53	4078.92	3541.83	4079.5	4412.86	3838.75	5256.63	6474.25	4642.11	4345.4	4506.47	5318.5	6379.5	5169.61	4425.47	5712.25	3935.5	5662.58	6407.75	3913.17	3824.67	2642.01	3450.66	2743.5	3260.35	3565.81	3080.91	2936.29	2421.38	5116.15	2823.21	2201.77	2185.1	2189.86	1963.54	4890.05	5605.84	3359.59	3223.98	2188.62	2647.42	4883.47	5772.7	12674.85	2824.43	6779.4	9705.92	1957.82	2451.64	2904.99	2211.31	1674.37	3433.79	2493.79	3670.66	5652.11	5507.87	3920.36	2869.32	932.99	2824.21
ko04960	4.34	8.67	7.67	5.66						1.67	0	2.33	1.33	0	1.66	0.67	0	4	7.67	1	1	0.67	2	5.66	28.67	31.32	36	7.33	17	14.67	1.33	0	2.33	2	3	0	4.67	7	42	0	0	1.67	0	2	0	1.33	1.33	0	1.67																					2.33	0	0	0	1											1.67	32.67	44.33	1.67	2.33	0	0.67	2.67	14.33	2	12.33	90.67	159	40	0	30.33	0.33	10.67	12.67	12	6.99	31.33	8	3	1.33	128.33	8.66	4.67	12.33	73	1.33	21.34	40.67	3	12.67	0	5.67	26.32	0	8.67
ko00625	18364.36	18986.68	20963.93	24279.78	18557.94	38860.93	44923.9	71949.46	47178.88	21600.27	22318.69	22697.54	31054.56	16638.31	19104.59	9456.3	12465.29	17706.14	13282.98	16490.67	22606.7	17716.67	12698.13	29764.11	16847.13	13616.55	12017.89	15397.16	16877.16	26461.51	19838.7	17100.69	24016.61	15599.7	12928.49	14105.33	11136.33	11246	13078.17	18999.29	16002.81	27525.75	21272.31	19555.94	15235.18	16449.57	17263.32	14458.07	12570.68	12743.89	12143.01	18076.91	11099.11	12841.81	19945.6	16443.87	16551.07	21632.92	18081.65	24083.35	17151.35	18489.24	18276.86	19500.17	16299.27	18073.49	15183.5	15536.65	13560.25	16945.97	21006.5	14663.04	15096.81	14249.79	16564.5	20790.5	16326.55	14198.82	17411.75	14033.5	20246.07	22046.25	14232.68	14180.66	20256.18	21884.94	14817.86	20552.88	26677.76	14600.39	20918.77	10728.71	19232.96	13706.59	9893.64	11682.03	13094.59	12028.21	19939.36	29263.63	13399.33	19247.53	10890.76	11797.71	24283.72	32605.28	45438.9	11095.51	20514.16	55648.45	19345.51	28796.4	16050.07	10701.38	9848.41	16910.24	19133.6	15282.98	20577.72	20887.94	28513.73	14144.57	19135.46	12710.03
ko00624	19	157.5	20	112.5	56.28	8564	13025.5	23217.3	13391.14	335.52	381.73	163.06	970.97	48.7	129.12	257.11	10.86	186.78	41.94	295.18	24.3	17.5	101.58	722.34	386.92	252.05	130.14	212.36	345.11	604.71	431.05	509.66	528.86	121	30.23	5.33	19.81	132.28	155.48	2332.15	186	0	0	33.15						58	65.52	98.96	56.56	303.04	38.91	0.58	9	104.44	0	1.14	463.35	487.07	186.52	4.28	109.67	637.83	61	775.47	293	250.85	45	74.36	24.5	116.47	0	114	2.86	23.72	0	26	4	0	0	9	7.66	100.67	200	33.67	31.33	0	6	96.78	5	36.2	97.69	537.51	792.68	230.28	32.58	275.62	8.86	144.72	125.86	58.58	9	350.87	366.76	188.18	119.9	174.05	2	7.86	119	38.86	262.96	108.78	149.28	1.67	1306.46	0	1.14	25.36	0	24.28
ko00627	33002.36	34092.68	40355.68	45375.01	30714.12	59007.94	72863.05	117623.03	77410.64	18976.79	21972.73	28132.71	46619	18410.96	25246.24	12760.79	25159.87	24541.52	16292.78	22493.35	38629.6	28252	16163.54	39425.96	17086.91	13092.18	16457.79	17262.11	21836.28	25392.52	27554.36	24339.21	41536.3	21429.55	23043.29	21720.32	16744.41	17142.18	18077.27	35236.76	26983.31	47679.74	36695.81	30435.97	31406.19	30853.57	35526.32	29725.56	26482.68	23694.37	24970.6	33775.39	21932.74	24594.52	31596.34	32747.11	31992.56	40700.41	37400.55	51667.14	33281.66	32558.55	35727.6	39211.76	26541.27	21098.16	24461.5	24854.14	22641.25	33489.82	42476.75	29082.62	28037.1	29041.9	30848.25	40330	33367.8	27272.56	34410.75	20550.75	37097.81	39096.5	22008.19	23461.83	18904.52	25713.06	20277.89	25149.89	29270.73	18026.37	27845.8	14020.07	26025.44	15779.22	11949	13347.44	12553.57	12800.58	32151.48	34039.75	17316.55	20430.03	13236.02	14484.63	33117.11	37735.18	64609.87	14891.29	35900.34	60164	16232.2	25521.04	20636.32	12458.33	11097.85	22426.55	16863.94	24405.95	29439.57	32128.38	26376.18	18271.65	11177.43	16387.88
ko00626	27814.7	24822.35	33596.85	34910.92	30965.6	49372.69	60026.96	94066.79	64533.06	12993.42	16908.1	24839.63	43238.56	16870.24	23792.38	11472.79	22932.29	22541.18	14333.13	23134.61	37273.95	29033.01	16730.71	42008.94	14527.14	9213.93	15412.55	15801.52	21536.21	18652.15	23422.29	23512.21	18299.36	18650.37	20886.78	19985.91	16218	14565.43	14945.74	23009.45	24200.56	35336.16	28391.56	24286.09	27967.19	29684.65	31892.65	26666.81	23228.35	22615.12	22428.25	32376.66	20351.63	22558.07	29419.19	29481.37	29705.31	36827	34143.3	46131.54	29941.3	27518.67	33631.36	35837.92	23706.18	17603.66	23307.5	18672.06	20158.5	30505.11	38971.75	26365.29	27049.18	25859.29	29851	37298.5	30292.13	24903.24	32482.5	17976.5	33383.31	36345	21321.69	21796.51	17386.53	24893.73	17593.22	23999.72	28967.4	17774.62	25249.44	11926.15	27080.27	13605.62	9474.18	9359.15	8744.83	10113.99	31577.35	29068.83	14300.71	18486.11	10805	12269.57	30387.19	36556.08	68862.24	12772.09	30308.99	54447.16	15650.52	25490.68	19538.9	10657.9	9078.44	21025.55	15481.77	23162.11	18704.42	28418.68	24842.47	16577.39	10438.43	14696.21
ko00621	7989.02	10836.51	9400.76	12391.14	5974.3	63357.42	92612.92	163083.31	95594.3	7521.29	10560.7	6875.01	10108.75	5401.99	5545.91	3199.96	4156.36	5129.96	4080.11	5163.84	7546.05	6028	4460.34	8563.17	5169.11	4094.75	3915.46	4897.67	4935.98	8746.31	8535.96	6616.01	11391.57	5755.69	4607.8	4463.05	3974.02	3945.77	5058.76	12694.67	7379.53	16771.09	11642.03	10456.7	5476.17	5664.74	6417.99	5191.08	4802.01	4245.66	4256.22	6036.83	3717.88	4648.95	6538.16	5734.08	5427.08	7311.2	5948.55	7931.47	5902.99	6448.46	6023.92	6472.53	5406.42	6208.84	5058	6308.54	4726.75	5528.03	6972.25	4848.11	4601.24	4801.83	5519.5	7055.5	5553.62	5007.46	5811.25	5465	7344.58	7394.75	4996.17	4929.65	6358.84	6473.33	5207.5	6033.35	8105.81	4331.91	7422.57	4164.38	6996.15	4647.71	3428.92	4361.5	4367.82	3872.04	5393.69	9382.8	4760.1	5994	3868.16	3647.4	8835.13	9814.53	15104.71	4221.79	11090.15	24406.32	6231.83	10243.94	5072.99	3565.29	3575.71	5084.29	7275.79	4549.16	12874.98	6673.53	9267.14	4408.82	6224.49	3829.46
ko00620	198152.22	212687.11	235820.86	270425.54	182073.98	496053.87	636227.3	1059684.04	673432.78	164422.88	209472.65	182423.01	268581.1	130852.72	161707.11	85450.08	141709.55	150682.38	107833.07	140957.65	239671.5	186887.32	120210.19	247816.96	137058.93	123224.63	115965.48	130299.56	153822.95	220408.47	172344.76	148296.23	224267.7	143836.7	138495.89	130315.94	106936.44	111165.29	127246.37	211885.87	173217.21	317585.74	237082.71	211164.33	172379.12	183315.64	199623.89	164102.63	143908.11	137536.26	137530.84	196122.42	122462.9	141478.54	203366.98	185503.65	178408.13	231360.74	200781.75	272782.98	179142.32	189715.19	198894.53	218987.15	160628.67	154995.87	152714	157716.51	137868.25	181875.28	231109.5	159789.3	155532.68	157920.89	182543	225648	183126.09	156300.56	195999.75	143183.5	217490.63	234795.25	145541.12	145153.04	147376.43	173258.89	126768.25	176707.65	204901.11	117375.01	160743	96817.5	201190.65	109425.61	82006.63	103884.13	102231.36	94643.01	171568.1	241642.36	117535.12	144736.04	95741.57	95055.31	211479.12	264038.49	446431.36	91748.55	260945.63	524381.9	139691.81	208078.93	131520.64	84794.4	77557.69	146122.26	155236.01	139264.06	236175.35	180019.31	208173.6	118702.11	143791.64	101288.38
ko00623	37615.2	32407.85	45328.35	45855.08	40169.12	104385.36	139379.96	233470.03	149909.81	16178.66	29980.97	27234.54	53013.71	20294.68	28632.22	15613.29	30867.37	26397.7	15290.61	28121.45	52675.35	42685.17	24482.29	49083.63	20087.09	15232.41	21770.28	20901.27	29645.84	29316.79	30621.61	30527.7	39024.31	24784.72	30089.26	24723.56	21647.93	20659.13	21871.87	37953.06	34763.54	48215.99	38152.54	34062.48	38268.36	42449.65	44742.65	36994.64	31962.35	31654.78	31538.63	45344.07	28317.04	32572.84	41530.26	41455.61	40500.64	50535.16	46219.4	62129.85	40028.6	38008.26	45487.39	49186.26	32299.35	25554.83	32792	31170.65	28577	40671.42	52148.25	35894.37	34708.62	35334.7	42981	51378	42167.55	35133.06	45958	25983	45528.64	50110	31219.36	30327	19769.01	29209.9	20474.73	32158.56	33613.22	20044.28	24133.4	14808.33	43880.93	15447.23	10784.75	15068.85	11164.4	12377.84	36095.4	34863.81	16838.12	20993.95	14231.94	12985.97	37994.67	41292.99	103278.68	15251.47	53557.32	84055.48	18745.7	30676.43	23639.9	12477.98	12465.48	25201.38	22551.61	27974.77	44506.14	30453.75	27811.72	18861.47	8220.92	15123.72
ko00622	6248.34	7368.17	7473.42	9071.32	5468.66	46351.42	66641.92	116705.16	68900.73	6980.85	8330.06	6671.77	9343.23	4869.32	5325.53	2808.44	4122.43	4801.82	3912.55	4652.97	7317.9	5906.66	4221.05	8395	4862.23	3688.75	3365.22	4415	4722.19	7264.49	6247.9	5521.18	7617.48	5165.69	4259.31	4219.48	3368.25	3609.34	4541.52	8507.29	6105.39	11063.75	8159.89	7404.97	5115.17	5501.08	5858.33	4881.08	4286.67	4072.41	4052.03	5842.28	3602.25	4370.32	6326.87	5423.79	5252.08	7078.48	5786.55	7847.47	5548.32	6046.57	5793.59	6369.39	5396.42	6031.84	5033	5464.33	4591.75	5351.37	6763.75	4795.68	4516.07	4705.02	5473.5	6746.5	5394.19	4754.6	5777.25	4723	6719.58	7313.75	4747.17	4809.65	6311.17	6230.82	4176.84	5866.01	7638.15	4285.91	5371.45	3292.9	6491.49	4244.36	3218.58	3596	3584.05	3548.9	5376.76	8639.08	4262.01	5788.3	3552.39	3521.61	7670.48	9097.18	13976.14	3716.95	7068.42	17575.6	6005.51	8964.27	4631.83	3042.68	3107.73	4843.47	6182.81	4258.16	8175.62	6268.24	8879.87	4076.25	5960.49	3764.73
ko00270	149536.82	163498.91	176936.66	207143.75	136822.42	371946.09	469882.23	780345.41	493489.48	144698.34	166070	151313.57	214279.4	109275.54	130226.31	69450.93	107246.7	119880.46	90408.03	108028.66	179379.5	138430.5	91605.51	193488.91	117949.71	108239.09	90035.9	107379.59	120112.18	183624.65	145693.68	114370.83	185873.16	116175.41	105320.54	103046.17	81599.97	88295.8	101907.79	170567.91	130046.82	239922.82	180100.82	161584.76	127959.59	135053.59	146722.59	121751.91	107342.41	102212.57	102283.7	145358.87	90959.7	106156.92	160055.2	139034.6	133587.41	175731.21	149510.2	204288.22	138033.31	149938.31	150257.39	163880.85	127304.9	134076.51	117853.5	133375.89	108826.5	138369.89	173503.25	120598.7	116380.26	119577.74	134551.75	167396	135779.11	117573.24	144379.5	111511.75	163918.66	175569.25	111489.59	110871.27	131062.24	143254.32	100881.36	148244.4	170122.42	98198.82	120031.86	77297.69	151672.91	93559.77	69595.5	82569.31	82017.53	80845.37	133547.86	199201.31	97381.43	123636.13	79521.25	81655.96	170962.44	205504.75	330183.35	77231.42	184002.03	404353.4	122831.27	183326.75	105468.34	70972.19	68166.39	117342.65	130264.51	109795.13	187133.61	147582.22	181481.28	96528.56	117039.23	85438.6
ko00940	9200.84	7182.17	10988.17	10358.82	9960.84	22989.17	29337.19	47048.33	31118.78	8757	12945.5	7964.57	10389.7	5102.5	5547.57	4060.64	6922.36	6688.96	3853.27	6496.37	14799.8	11032.14	6676.11	14523.26	7005.14	8668.53	4869.09	4632.81	7402.11	7471.7	6063.05	5231.52	8550.92	6960.23	7653.86	5796.54	5682.33	6485.29	8466.08	9712.67	8677.92	10728.5	8377.92	7938.62	9461.67	10508.83	11219.33	9078.83	7632.67	7537.66	7813.94	10983.25	6939.16	8286.89	9328.08	10132.58	9742.83	12667.97	11178.1	14888.8	9589.01	9783.81	10566.17	11751.78	7617.5	7296.53	7966	12887.57	7597.5	9950.09	12498.25	8908.86	7900.05	8609.1	10650	12861	10453.39	9343.19	11494.5	7879	11502.83	12637.5	7717.67	8297.61	3580.99	5541.17	5352.34	4732.34	4727.32	4324.16	3549.54	4367.29	10664.99	4611.21	4422.16	9130.16	4858.49	5532.79	5302.22	11513.31	5570.71	4724.45	5114.15	4253.86	9626.55	11172.85	26688.1	3284.93	17233.73	21614.88	3073.03	3066.95	4396.08	3143.36	3309.59	6955.61	4361.45	5340.99	16897.61	8796.2	4642.58	4135.18	1406.99	3654.37
ko00941	94	37.5	69	25.5	92	409	128.5	67	88	625.17	206.17	1340.33	328.67	404.5	653	190.25	172	208.5	1067.5	45	475	188.5	57	352	481.83	628.83	192.67	317.33	342.17	322.75	1180.75	181	235	579	171.67	600.33	207.67	241	312	1.67	48	0	0	3.67						0	33	74	2	9	404.33	169	13	4	6	107	208	130	51	88	180.67	70.83	78	354.33	98	26	99	184.5	27.17	57	33	34	32	235	0	904	196	247	361	275	1061	230.33	394	230.67	42.33	1175	346	823.5	240	1624.5	1268.01	353.51	646.5	736.5	691	1860.5	1726	1072.5	901	1604	965.67	762.84	364	1010	288.38	83.33	288	191	224	880	403.33	440	248	499.67	624.83	2522	1332	871.5	8	1345
ko01053	17249.34	15208.67	22851.17	23741.87	20875.98	58481.27	83180.71	139594.05	84417.01	4485.96	6193.37	15265.31	35502.08	9541.93	15362	7777.41	17279.51	17506.56	7537.17	15649.69	20951.3	13634.67	7691.78	28357.18	8323.47	4097.03	10429.16	9652.11	11739.15	8880.88	12132.9	17634.02	6920	9917.02	13584.62	13286.65	9708.32	9381.99	8858.26	17589.06	15356.09	18147.4	16544.59	12465.14	20332.52	18115.08	22713.33	19158.73	17267.67	15450.46	16464.09	21460.11	14600.48	15245.24	18823.78	21398.53	22027.73	27589.79	26263.75	36208.04	22335.14	20333.2	25603.7	26865.98	16172.25	11076	13842	15038.58	13274.75	23817.49	29699.25	19474.76	20375.17	19959.12	19020.25	25024	21793.76	16721.02	21164.25	8668.25	22497.98	23679	11242.52	13461.52	8553.67	17021.09	11678.89	16390.19	19890.77	9507.21	16770.35	5492.44	10815.79	5269.51	3323.82	4844.35	2307.21	5022.29	24232.35	15174.88	5531.03	10040.94	5023.43	5473.57	16802.14	21197.12	25812.88	7928.27	16280.18	26212.88	8268.2	14099.8	13306.33	4723.46	6617.57	15198.76	7436.65	17366.44	12756.7	14832.05	12840.34	10622.33	4127.94	8248.17
ko00943	3107	2864.5	4320.75	4548.66	4000	1150.92	1005.41	52	605.17	488.16	452.25	2441.58	5401.89	1822.92	2443.32	1110.33	3336	2748.68	1234.16	2742.59	3529.75	2079.5	1046.75	5327	1112	382.24	1572	1471.17	1621.24	751.6	1447.92	2594.34	284.75	1624.67	2452.58	2420.08	1729	1637.92	1463.75	1916.5	2487.25	3159.58	2966.75	2081.83	3883.67	3192.25	4248	3600.58	3258	2775.66	3084.08	3803.25	2653.84	2607.67	3535.75	4089.5	4243.08	5259.25	5137.55	7131.25	4142.5	3607.92	4844.5	5103.25	3069.75	1894	2469	1836.25	2356.75	4578.05	5698.75	3684.25	3795.4	3823.5	3275.5	4485	4079.75	2961.25	3842.25	1397	4117.08	4260.25	1818.67	2342.17	1414.67	2881.65	1810.01	2725.17	3318.99	1666.41	2486	783.09	1365.66	856.51	485.25	561.83	157.75	700.26	4046.33	2128.73	906.24	1600.75	809.75	851.34	3194.33	3865	3232.25	1029.58	2344.67	3258.08	1367.34	1986.67	2190.5	751.25	746.01	2525.99	1073	3588.49	115.84	2748.08	2070.69	1690	650.99	1359.67
ko00100	0	9	0	3	8	5	9	2	0	110.01	126.01	64.99	39.01	49	81.5	21.5	3	26	17	117.5	29	3	81	518.5	125.83	229.49	112.17	83.33	160.01	294	44.5	112	102	15	5.01	3.99	9.01	13	11	5.01	9	0	0	11.01											33.99	0	0	0	0						2.01	8.99	0	51.99	0	4	0	3	3	0						0	2	0	0	0	33	40.99	360	23.01	59.99	0	10	9	66	3	74.84	500.01	438.5	52.5	9	310	280	129.5	167	91	6.67	199.35	49	0	67.38	248.99	6	5	70	4	66.99	159	286	35.01	79.99	36	270	124	0	37
ko00945	113	190.5	89	136.5	93	488	145.5	97	90	671.5	219.5	1349	350	404.5	685	204	174	233	1069	89	475	188.5	75	614	617.5	645.5	226	412	453.5	474.5	1178	245	352	652	171	599	205	281	317	0	45	0	0	0						58	74	119	22	31	424	169	14	29	6	107	208	130	51	88	289	621.5	139	731	319	186	143	254.5	47.5	162	33	34	32	245	0	930	196	247	361	284	1053	247	537	253	40	1175	346	901.5	230	1630.5	1256.01	458.51	886.5	790.5	706	1746.5	1588	1094.5	886	1574	965	821.5	380.34	1011.5	289	115	288	194	275	886	381	394	210	483	641.5	2504	1198	803	8	1324
ko05016	23675.08	20802.04	28143.79	29300.22	25433.12	53928.1	70899.72	116913.97	75693.32	12271.61	17207.06	16624.19	31224.17	14885.72	17623.97	9282.72	18688.86	17023.68	9228.28	18454.8	29693.05	23632.37	14256	30039.38	13029.13	11856.59	14260.47	13860.16	18338.85	21207.83	24421.86	19825.86	14816.83	16087.69	18053.96	15441.94	13269.59	12298.08	14034.41	19385.2	20551.17	30194.44	24111.67	21039.9	23385.85	24646.71	26857.96	22302.9	20221.04	19011.05	19123.08	26682.43	16867.67	18779.46	26977.16	25735.58	24989.9	31285.36	28509.75	38121.28	23523.68	23938.38	27152.6	30176.53	19777.42	15502.5	19171.5	15503.07	16561.75	24733.94	32394.5	21416.11	21226.42	21610.89	24612.5	30263.5	25470.28	20888.8	26883.25	14319.5	27659.9	29958.75	17851.35	17961.01	12959.88	19861.13	13389.51	22659.56	23117.74	11090.55	16220.63	8468.77	25279.26	8564.25	5891.4	10088.92	9730.23	8252.08	21395.9	21236.05	9275.69	12744.85	8212.83	6642.94	22974.28	28089.5	55879.54	7857.51	30764.12	53383.21	13270.79	24362.1	15320.21	8492.22	6620.09	16349.81	16130.32	17770.62	20155.46	16222.77	18031.87	12130.7	10145.45	8326.42
ko00071	57768.44	47567.22	67886.97	68366.89	63036.68	146284.71	185360.26	305834.63	199264.44	44201.34	59500.35	55135.37	90770.2	40502.16	52282.82	27325.28	47702.09	48227.16	31453.66	48585.72	80740.95	63410.04	39964.45	87201.5	38426.26	28587.64	35615.1	38572.27	49135.92	64080.08	52747.94	49995.06	70236.2	43329.57	45513.41	41975.1	34909.12	35067.33	37643.49	54205.64	52338.68	69097.01	56774.68	50550.7	57034.71	62185.28	66344.28	54732.29	47546.72	47055.58	46624.09	67488.74	42143.85	48193.81	64488.74	61925.77	61286.29	78180.04	69266.9	93358.64	61743.03	61983.67	68730.62	74596.07	52344.03	45426.65	51072.5	47831.17	44631	61782.64	79213.25	54139.59	53898.97	53268.55	63270.25	76685.5	62420.27	52347.25	67291	42466.25	69922.54	78151.75	47555.71	48009.85	43369.39	56960.18	39545.41	53492.96	66788.12	36788.58	43861.61	26597.46	65860.86	30445.68	22095.92	31699.13	31122.55	27426.45	59689.63	70591.58	32303.42	44431.26	27565.03	26191.83	65034.75	81686.28	157901.26	27810.64	81327.14	158802.92	43659.66	66296.67	44184.53	25750.12	24373.9	46966.13	46813.54	46438.4	70399.76	54012.22	63307.36	36116.71	33731.87	30332
